,Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
22600,12/5/2005 16:05,vernon (canada),bc,ca,cigar,420,7 minutes,Very strange bright cigar shaped object in the southwestern sky.,12/16/2005,46.183333,-62.88333299999999
23150,12/7/2000 19:30,white rock (canada),bc,ca,unknown,3600,approx 1 hour,It was a foggy evening&#44 I was looking out of my window at the sky. I was drawn to a star which was in a westernly direction from where,2/18/2001,49.033333,-122.816667
23191,1/27/2003 19:10,parksville (canada),bc,ca,unknown,1800,30 mins,van island &#39strange light&#39..w/ police helicopters going after it ....,2/5/2003,49.3,-124.316667
23257,12/7/2007 21:10,victoria (north of) (canada),bc,ca,sphere,15,15 seconds,Bright fast moving ball breaks in two falling on malahat summit - heavy RCMP presence in the area,3/4/2008,46.216667,-63.483332999999995
23482,12/8/2003 20:45,houston (canada),bc,ca,oval,240,approx: 4 minutes,HBCCUFO CANADIAN REPORT:  White oval craft with a solid blue right around it.,12/19/2003,54.4,-126.65
23518,1/28/2005 07:45,victoria (canada),bc,ca,light,60,1 minute,bright light disappears with no trace,2/8/2005,46.216667,-63.483332999999995
23833,12/9/2006 06:11,chilliwack (canada),bc,ca,oval,5,5 seconds,dark oval like object crossed in sky while driving on highway near chilliwack making stereo go warbly / off pitch like battery failing,12/14/2006,49.166667,-121.95
24029,1/30/2002 19:00,burnaby (canada),bc,ca,unknown,60,60 sec,Leaving car to enter house and looked up to 80 degrees to see 4 lights on bottom of   craft plus two strobes on pos. wings.All lights w,2/22/2002,49.25,-122.95
24047,1/30/2004 21:45,prince george (canada),bc,ca,light,120,approx: 2 minutes,HBCCUFO CANADIAN REPORT:  A circular ball of red light approx: one block from her home.,3/17/2004,53.916667,-122.766667
24171,1/31/2004 04:00,richmond (canada),bc,ca,light,1500,25 minutes,Richmond&#44 BC -  Jan 31/04 - 4:am - Odd rushing air sound and a row of four lights hovering in the sky which quickly disappeared.,2/12/2004,45.666667,-72.15
24181,1/31/2004 21:00,prince george (canada),bc,ca,light,600,two hour spread?,HBCCUFO CANADIAN REPORT:  Dozens of residents see lights in the sky.,3/17/2004,53.916667,-122.766667
24491,1/4/2003 02:40,rosswood (canada),bc,ca,circle,180,approx: 3 mins,HBCCUFO CANADIAN REPORT:  Three large circular white objects hovering.,3/21/2003,54.816667,-128.76666699999998
24508,1/4/2004 18:00,lake cowichan (canada),bc,ca,light,120,2 minutes,HBCCUFO CANADIAN REPORT:  Unusual light travels down through the canyon.,1/17/2004,48.816667,-124.03333300000001
24686,1/5/2001 01:30,surrey (canada),bc,ca,fireball,4,4 sec,i was watching tv at night in my apt on the 7th floor facing ne when i seen a hudge fire ball out my window coming downon a 45 degree a,2/24/2001,49.13635335,-122.8213433
24711,1/5/2003 03:08,courtenay (canada),bc,ca,other,2700,45 min,Bright cresent moon shaped object&#44 small&#44  that moved fast and looped&#44 turned fast&#44 didn&#39t have an orbit. flashed,1/26/2003,49.683333,-125.0
24716,1/5/2004 16:00,prince george (canada),bc,ca,light,120,approx: 2 minutes,HBCCUFO CANADIAN REPORT:  Something that may have been making the colored contrail.,3/17/2004,53.916667,-122.766667
25177,1/8/1996 17:00,langley (canada),bc,ca,disk,21600,approx. 5-6 hours,A disk flew directly over my head. My mom and I continued to watch it for 5-6 hours.,2/5/2003,49.1,-122.65
25338,1/8/2013 20:00,vancouver (canada),bc,ca,fireball,3,3 seconds,Green Fireball sighting at the edge of Stanley Park in Vancouver BC Canada,8/30/2013,49.25,-123.13333300000001
25387,1/9/2002 22:45,duncan (canada),bc,ca,light,180,3 minutes,Object in high orbit that looked like a satelite&#44 yet was able to make tight turns and abrupt stops before vanishing,2/5/2003,48.783333,-123.7
25556,2/10/2003 18:00,duncan (canada),bc,ca,circle,300,5 minutes,HBCCUFO CANADIAN REPORT:  A circular object ringed what looked like fire.,2/25/2003,48.783333,-123.7
25696,2/11/2003 19:58,victoria (canada),bc,ca,light,600,10 min,two lights&#44 moving SW performing manuevers&#44 then instantly vanishing.,2/25/2003,46.216667,-63.483332999999995
25709,2/11/2004 19:27,red rock (canada),bc,ca,light,10,approx: 10 seconds,HBCCUFO CANADIAN REPORT:  It grew brighter and brighter and it out shone Venus several times over.,3/17/2004,48.95,-88.283333
25715,2/11/2004 21:32,langley (canada),bc,ca,fireball,300,5 mins,Direction change&#44 colour change&#44 blinking lights&#44 NOT AN AEROPLANE&#33,3/2/2004,49.1,-122.65
25717,2/11/2004 23:30,richmond (canada),bc,ca,light,180,3 half hours,HBCCUFO CANADIAN REPORT:  Object moving in a slow&#44 steady path from south to north.,3/28/2004,45.666667,-72.15
25803,2/11/2014 20:30,victoria (canada),bc,ca,sphere,900,15 minutes,Tonight I saw two distinct sightings. The first one was a very bright red light. The red was basically pure red. Half an hour later I s,2/14/2014,46.216667,-63.483332999999995
25847,2/1/1997 21:30,vancouver (canada),bc,ca,unknown,600,10 minutes,Stationary up in sky&#44 very high up in clouds and with 6 or so lights swirling around while it stayed still.,9/1/2004,49.25,-123.13333300000001
26075,2/12/2003 21:02,vancouver (canada),bc,ca,triangle,180,3 minutes,3 lighted triangular craft (Very silent),2/25/2003,49.25,-123.13333300000001
26085,2/12/2004 18:00,port coquitlam (canada),bc,ca,circle,10800,3 hours,VERY bright light in the sky&#44 doesn&#39t move at all&#44 red light blinking around it&#44 gradually disappears in the end and no trace left.,3/2/2004,49.266667,-122.78333300000001
26206,2/13/2001 23:59,courtenay (canada),bc,ca,light,120,minutes,Single point of light moves silently at jet speeds at night in a clear sky.,12/12/2011,49.683333,-125.0
26313,2/13/2012 19:00,surrey (canada),bc,ca,sphere,4,4 seconds,An object was following a single engine plane and split into multiple objects and disappeared.,5/13/2012,49.13635335,-122.8213433
26320,2/13/2013 16:00,burnaby (canada),bc,ca,rectangle,900,15 minutes,Feb 15 2013 driving along Fraser four shore at around 4 pm. I saw a very large black square. It made no noise and had no lights.,2/28/2013,49.25,-122.95
26331,2/13/2013 23:45,victoria (canada),bc,ca,light,120,~2 minutes,Multiple orange lights drifting across the sky over swan lake.,7/3/2013,46.216667,-63.483332999999995
26604,2/15/1994 21:00,vancouver (canada),bc,ca,triangle,120,2 minutes,1994 Sighting in Vancouver&#44 B.C.,7/16/2003,49.25,-123.13333300000001
26625,2/15/1998 19:00,kelowna (canada),bc,ca,light,3,2-3 seconds,They made no sound and were moving very fast&#44 it seemed like they were chasing each other or playing a game...,1/31/2004,49.9,-119.483333
26655,2/15/2001 13:45,port coquitlam (canada),bc,ca,unknown,180,2-3 minutes,Impulse engine contrail.,2/18/2001,49.266667,-122.78333300000001
26663,2/15/2002 19:36,north vancouver (canada),bc,ca,light,20,20 seconds<>,Bright single point-source non-moving light similar to Venus but outside ecliptic plane much brighter bursts for 20 seconds &#44then fades,2/22/2002,49.316667,-123.066667
26673,2/15/2003 10:30,surrey (canada),bc,ca,sphere,1800,approximately 30 minutes,HBCCUFO CANADIAN REPORT:  Three colored spheres.,3/17/2004,49.13635335,-122.8213433
26917,2/16/2005 16:45,victoria (canada),bc,ca,circle,300,5 minutes,Small bright light observed flying in close proximity to what looked like a plane.,2/22/2005,46.216667,-63.483332999999995
27258,2/18/2011 20:30,vancouver (canada),bc,ca,light,300,5 min,Bright Orange object random movements then fades or disappears,3/10/2011,49.25,-123.13333300000001
27334,2/19/2003 03:00,prince rupert (canada),bc,ca,sphere,30,approx: 30 sec.,glowing sphere&#44 red and orange-ish at low level,4/22/2003,54.316667,-130.333333
27498,2/20/2003 02:40,smithers (canada),bc,ca,circle,300,5 minutes,HBCCUFO CANADIAN REPORT:  White/Orangy fast moving bright light comes to complete stop.,3/21/2003,54.766667,-127.16666699999999
27647,2/21/1996 21:05,north vancouver (canada),bc,ca,sphere,120,2 minutes,softly illuminated sphere about 15 feet in diameter traversed sky overhead at 1&#44800 feet altitude--no detectable sound.,12/2/2000,49.316667,-123.066667
27903,2/2/2009 04:00,abbotsford (canada),bc,ca,disk,21600,~6 h,abducted by circular ufo while camping,3/19/2009,45.433333,-72.883333
27976,2/2/2014 21:00,nanaimo (canada),bc,ca,changing,600,10 minutes,2 Unidentified Flaming objects growing and shrinking in size then disappearing,2/7/2014,49.15,-123.91666699999999
28044,2/22/2005 20:10,nanaimo (canada),bc,ca,oval,600,10 minutes,Two bright&#44 large pill shaped objects fly very quickly across the sky&#44 hover and then slowly fade until gone.,2/24/2005,49.15,-123.91666699999999
28485,2/25/1995 23:30,kelowna (canada),bc,ca,egg,120,2 min,THE 2 EGG SHAPED ORBES WERE CHARGING EACH OTHER UP BEFORE TAKING OFF TO SPACE,8/28/2003,49.9,-119.483333
28506,2/25/2002 07:50,courtenay (canada),bc,ca,triangle,120,1-2 min,Two bright fluctuating lights on a large silent object over Vancouver Island.,4/8/2002,49.683333,-125.0
28509,2/25/2002 19:50,courtenay (canada),bc,ca,formation,60,45sec to 1min,Strange object with two bright white lights and no sound over Vancouver Island.,3/25/2002,49.683333,-125.0
28796,2/27/2003 04:05,houston (canada),bc,ca,light,7,6 to 7 seconds,HBCCUFO CANADIAN REPORT:  Bright light split into two and shot into different directions&#44 then shot up into the sky.,3/21/2003,54.4,-126.65
28809,2/27/2004 22:30,decker lake (canada),bc,ca,disk,600,5 to 10 minutes,HBCCUFO CANADIAN REPORT:  Disk shaped craft with blue lights.,3/17/2004,54.283333,-125.83333300000001
28823,2/27/2006 04:30,terrace (canada),bc,ca,unknown,30,30 seconds,it may have been a jet,3/11/2006,54.5,-128.583333
28857,2/27/2009 17:30,surrey (canada),bc,ca,disk,300,5 min,Disc fleet over Surrey BC Canada,3/19/2009,49.13635335,-122.8213433
28914,2/27/2014 22:00,kamloops (canada),bc,ca,disk,3600,1 hour,Flashing red&#44 white and blue diamond shape in the sky for over a half hour it has slowly shifted.  ((NUFORC Note:  Sirius??  PD)),3/18/2014,50.666667,-120.33333300000001
28952,2/28/2002 20:45,victoria (canada),bc,ca,circle,60,less then one min,White light,3/19/2002,46.216667,-63.483332999999995
29084,2/29/2004 21:30,mission (canada),bc,ca,light,600,ten minutes,HBCCUFO CANADIAN REPORT:  A very large&#44 bright white object in the northwestern sky.,3/17/2004,49.133333,-122.3
29137,2/3/2003 08:10,houston (canada),bc,ca,oval,40,40 seconds,HBCCUFO CANADIAN REPORT:  Houston&#44 B. C. Date: 03FE03; Time: approx: 8:10 a.m.,3/21/2003,54.4,-126.65
29141,2/3/2003 20:10,houston (canada),bc,ca,triangle,2,2 seconds,HBCCUFO CANADIAN REPORT:  Fast moving blue/white lights in the shape of a triangle.,3/21/2003,54.4,-126.65
29146,2/3/2004 07:06,houston (canada),bc,ca,other,240,3 to 4 minutes,HBCCUFO CANADIAN REPORT:  Moon sized object hovers above the ground.,3/17/2004,54.4,-126.65
29267,2/4/2001 23:58,vancouver (canada),bc,ca,changing,10,10 sec,What looked like a floating garbage bag at first quickly travelled across town in seconds.,2/18/2001,49.25,-123.13333300000001
29282,2/4/2003 13:35,victoria (canada),bc,ca,cylinder,120,2 minutes,shiny smoothly object  in clear sky above Victoria BC&#44 Canada spotted by at least 3 people,2/5/2003,46.216667,-63.483332999999995
29556,2/6/2000 01:00,black creek (canada),bc,ca,light,3600,1 hour,Over several nights&#44 we saw stars/lights that appear to move in erratic fashion&#44 these stars flicker in colour and intensity&#44 But they,12/2/2000,52.3,-121.11666699999999
29698,2/6/2014 07:00,chilliwack (canada),bc,ca,,3600,1 hour,((NUFORC Note:  Witness provides no information.  Elects to remain anonymous; provides no contact information.  PD)),2/7/2014,49.166667,-121.95
29749,2/7/2004 18:00,kelowna (canada),bc,ca,unknown,30,30 seconds,film footage of a possible craft&#44 and a flashing red light in the sky,3/9/2004,49.9,-119.483333
29819,2/7/2013 21:30,victoria (canada),bc,ca,triangle,60,1 minute,Triangular shaped&#44 three lights very large. no sound&#44 seen by 2,2/18/2013,46.216667,-63.483332999999995
30073,2/9/2003 16:50,new hazelton (canada),bc,ca,circle,10,approx: 10 seconds,HBCCUFO CANADIAN REPORT:  Very bright pulsing white&#44 with a bluish color.,3/21/2003,55.25,-127.58333300000001
30115,2/9/2008 16:40,westbank (canada),bc,ca,formation,5,5 seconds,Saw a streaking object for only a few seconds&#44 travelling too fast to be a bird or small engine plane.,3/19/2009,49.84,-119.61
30120,2/9/2009 11:00,penticton (canada),bc,ca,sphere,1800,30 minutes,Glowing spherical object Penticton  B.C. Canada Feb. 9&#44 2009 looking at the full moon,3/19/2009,49.5,-119.58333300000001
30447,3/11/2005 20:55,nanaimo (canada),bc,ca,light,40,40 seconds,Not planes satellites or space debri for sure&#33,5/11/2005,49.15,-123.91666699999999
30782,3/1/2013 21:30,vernon (canada),bc,ca,formation,300,3-5 minutes,2 Bright Orange pulsing lights&#44 possibly connected&#44  hover and rotate around Vernon&#44 BC.,3/3/2013,46.183333,-62.88333299999999
30892,3/12/2004 22:30,decker lake (canada),bc,ca,unknown,600,approx: 10 minutes.,HBCCUFO CANADIAN REPORT:  An extremely bright white  object with a ring of red lights around the middle.,3/23/2004,54.283333,-125.83333300000001
30899,3/12/2005 19:45,campbell river (canada),bc,ca,fireball,1,split second,green fireball headed west rapidly towards the ocean  ((NUFORC Note:  Probable dramatic meteor at 19:45 hrs. on this date.  PD)),4/16/2005,50.016667,-125.25
30912,3/12/2005 19:45,victoria (canada),bc,ca,fireball,10,8-10 seconds,Blue fireball travelling east-west at around 7p.m Pacific time  ((NUFORC Note:  Probably meteor.  PD)),4/16/2005,46.216667,-63.483332999999995
30913,3/12/2005 19:45,victoria (canada),bc,ca,oval,5,5sec,object crashing to earth?,4/16/2005,46.216667,-63.483332999999995
30924,3/12/2006 21:55,vancouver (canada),bc,ca,light,30,30 seconds,Two star sized objects moving in syncro&#44 one dissapearingupward followed by the second.,5/15/2006,49.25,-123.13333300000001
31112,3/13/2001 23:45,ladysmith (canada),bc,ca,circle,30,approx 30 secs.,Orange glowing object spotted heading East over Ladysmith harbour at 23:45 on March 13th 2001.,4/1/2001,48.983333,-123.816667
31187,3/13/2008 00:28,armstrong (canada),bc,ca,light,30,30 sec.,It was a huge bright orange&#44 yellow and white ovalish light that moved fast and slow at the same time.,3/31/2008,50.3,-89.033333
31330,3/14/2005 20:00,coquitlam (canada),bc,ca,light,5,five seconds,I saw a bright object very high in the night sky.Just appeared and the light entensified ((NUFORC Note:  Iridium satellite flare? PD) ),5/11/2005,49.266667,-122.78333300000001
31462,3/15/1970 22:00,castlegar (canada),bc,ca,light,180,2-3 minutes,HBCCUFO CANADIAN REPORT:  At least seven&#44 emerged from the light and were flying around the still stationary larger object.,3/17/2004,49.316667,-117.66666699999999
31800,3/15/2014 20:10,cobble hill (canada),bc,ca,light,120,2 minutes,3 coppery orange lights seen on Vancouver Island&#44 BC 15 March 2014,3/18/2014,48.683333,-123.6
31881,3/16/2007 18:20,vernon (canada),bc,ca,unknown,60,less than a minute,Bright white lights&#44 coming up out of a valley&#44 straight up and out.,4/27/2007,46.183333,-62.88333299999999
32346,3/19/2004 22:30,coquitlam (canada),bc,ca,other,5,5 seconds,Bright Green light in sky,3/23/2004,49.266667,-122.78333300000001
32347,3/19/2004 22:30,victoria (canada),bc,ca,cigar,3,3 seconds,long  cigar shaped bright green object flying from east to west,3/23/2004,46.216667,-63.483332999999995
32683,3/21/2002 12:30,coquitlam (canada),bc,ca,oval,300,5 minutes,They are out there...I have seen them&#33,2/14/2006,49.266667,-122.78333300000001
32899,3/2/2009 19:20,surrey (canada),bc,ca,light,2,hour,at around 7:20pm i steped ouside for a after dinner smoke. looked up to in the sky looking at the stars &#44 and saw an extremly bright li,3/19/2009,49.13635335,-122.8213433
33017,3/22/2006 11:05,burnaby (canada),bc,ca,unknown,2,2sec,Large explosion leaves city confused,5/15/2006,49.25,-122.95
33124,3/23/1997 21:00,nanoose bay (canada),bc,ca,other,180,2 to 3 minutes,D shape&#44 not delta&#44  with red strip &quot;tail lights&quot; during lunar eclipse,11/3/2005,49.25,-124.183333
33154,3/23/2003 19:40,terrace (canada),bc,ca,light,9,approx: 8 to 9 sec.,A Terrace B.C. resident reports - it went immediately  2 times very bright before speeding up again and continuing towards the NW. The,4/22/2003,54.5,-128.583333
33210,3/23/2011 21:42,cranbrook (canada),bc,ca,triangle,45,0:45,Huge Black Triangular UFO.,3/18/2014,49.516667,-115.766667
33423,3/25/2001 11:00,burnaby (canada),bc,ca,cigar,20,20 seconds,A picture of a UFO flying over a high school.,4/28/2001,49.25,-122.95
33433,3/25/2003 20:55,coquitlam (canada),bc,ca,triangle,4,4 sec,Huge black triangle travels quickly,4/22/2003,49.266667,-122.78333300000001
33449,3/25/2004 22:45,trail (canada),bc,ca,circle,180,approx: 3 minutes,HBCCUFO CANADIAN REPORT:  Object and Unusual Mark - Photos,4/27/2004,49.1,-117.71666699999999
33802,3/27/2013 03:29,port moody (canada),bc,ca,teardrop,10,~10 seconds,Very bright object coming down from the sky that was not a meteor.,5/15/2013,49.283333,-122.85
33806,3/27/2013 20:45,maple ridge (canada),bc,ca,unknown,240,<3-4 minutes,Red lights in the sky,5/15/2013,49.25,-122.5
33865,3/28/2004 01:26,prince george (canada),bc,ca,light,40,approx: 40 seconds,HBCCUFO CANADIAN REPORT:  We saw two fiery orange balls hovering in the sky above us.,3/29/2004,53.916667,-122.766667
34007,3/29/2004 17:30,vernon (canada),bc,ca,other,300,5 minutes,HBCCUFO CANADIAN REPORT:  I saw a small ship&#44 silver and reflecting the sun.,4/9/2004,46.183333,-62.88333299999999
34305,3/31/1997 21:00,port coquitlam (canada),bc,ca,triangle,180,2-3 minutes,Boomerang shaped craft sighting in British Columbia Canada 03/31/97,4/27/2007,49.266667,-122.78333300000001
34482,3/3/2003 07:55,houston (canada),bc,ca,other,120,approx: 1 1/2 mins,HBCCUFO CANADIAN REPORT:  Large object parallels Truck on Highway #16 at approx: 300 - 400 feet away.,3/21/2003,54.4,-126.65
34651,3/4/2005 00:30,halfmoon bay (canada),bc,ca,unknown,900,15 minutes,blip on radar screen,5/11/2005,49.516667,-123.91666699999999
34832,3/5/2009 03:00,summerland (canada),bc,ca,triangle,300,5 minutes,Triangular UFO over okanagan lake,6/9/2009,49.6,-119.66666699999999
34970,3/6/2004 23:00,kelowna (canada),bc,ca,changing,600,10 minutes,An orange star-like object that started moving&#44 changed to a &quot;plane&quot;.,3/17/2004,49.9,-119.483333
34979,3/6/2005 21:30,langley (canada),bc,ca,fireball,5,5 seconds,Fireball falling from sky SUPER BRIGHT&#33,5/11/2005,49.1,-122.65
35148,3/7/2003 19:30,prince rupert (canada),bc,ca,light,3,2 to 3 seconds,HBCCUFO CANADIAN REPORT:  Hi. I have here a report for you. On Friday March 7/03 @ 7:30 PM me and my daughter were outside,3/21/2003,54.316667,-130.333333
35152,3/7/2003 22:00,terrace (canada),bc,ca,light,7,approx: 7 sec.,A &quot; yellow-golden &quot; ball flew close the ground,4/22/2003,54.5,-128.583333
35166,3/7/2004 21:10,decker lake (canada),bc,ca,other,1500,25 minutes,HBCCUFO CANADIAN REPORT:  An elongated shaped object with a ring of blue lights around it.,3/17/2004,54.283333,-125.83333300000001
35183,3/7/2005 22:30,victoria (canada),bc,ca,light,3600,1 hour 20,bright light flying in short jerk movements sort of like in a grid pattern ((NUFORC Note:  Possible sighting of Sirius or Jupiter?  PD),5/11/2005,46.216667,-63.483332999999995
35410,3/8/2012 20:00,squamish (canada),bc,ca,fireball,15,15 seconds,Amber Fireball in night sky.  Motionless&#44 1/3 size of avg moon.  Faded away and disapeared within 3 second period.,7/4/2012,49.7,-123.15
35441,3/9/1995 15:00,burnaby (canada),bc,ca,other,2700,45 min,Never seen befor.. A Solid Black Craft.....,8/12/2008,49.25,-122.95
35681,4/10/2004 22:15,langley (canada),bc,ca,other,7,6-7 seconds,crescent shaped objects&#44 two lights.,4/27/2004,49.1,-122.65
35685,4/10/2004 23:30,williams lake (canada),bc,ca,light,60,1 minutes,HBCCUFO CANADIAN REPORT:  The object was visible for approx:  1 minute&#44 it then broke into two.,4/27/2004,52.116667,-122.15
35846,4/11/2003 20:00,houston (canada),bc,ca,light,600,10 minutes,HBCCUFO CANADIAN REPORT:  lights were&#44 yellow&#44 blue and red and zipping around.,4/22/2003,54.4,-126.65
35850,4/11/2003 22:30,terrace (canada),bc,ca,light,2,approx; 2 seconds,HBCCUFO CANADIAN REPORT:  Noticed to very bright lights.,4/22/2003,54.5,-128.583333
35858,4/11/2004 23:10,williams lake (canada),bc,ca,light,120,two minutes,HBCCUFO CANADIAN REPORT:  Large bright white light in the south west portion of the sky.,4/27/2004,52.116667,-122.15
35862,4/11/2005 06:30,vancouver (canada),bc,ca,light,240,4 mins,bar of bright light?,4/16/2005,49.25,-123.13333300000001
35969,4/11/2014 21:00,victoria (canada),bc,ca,circle,120,2 minutes,It was a huge&#44 brightly lit orange ball&#44 which was quite beautiful.,4/18/2014,46.216667,-63.483332999999995
36338,4/12/2008 22:40,vancouver (canada),bc,ca,sphere,480,5- 8 min,Sphere spotted in Vancouver,6/12/2008,49.25,-123.13333300000001
36399,4/12/2014 00:50,kamloops (canada),bc,ca,,900,15 minutes,Large bright radiating white light seen on desolate mountain area above Kamloops.,4/18/2014,50.666667,-120.33333300000001
36617,4/14/2003 23:20,houston (canada),bc,ca,light,6,5 to 6 seconds,HBCCUFO CANADIAN REPORT:  Single red light low over China Nose Mountain,4/22/2003,54.4,-126.65
36753,4/14/2013 22:30,port alberni (canada),bc,ca,light,240,3-4  minutes,04/14 2013.Port Alberni B.C.7 orange lights 3/4 min.Moving up and off to the right seen by3 people.Clear sky.,5/15/2013,49.233333,-124.8
36875,4/15/1996 21:00,salmon arm (shushuap) (canada),bc,ca,fireball,300,5 minutes,Flying Fireballs &#44 Piloted by ?,9/29/2004,50.7,-119.28333300000001
36889,4/15/1998 02:30,abbotsford (canada),bc,ca,disk,2,2 seconds,Red glowing disc moving at high velocity low to the ground&#44 without a sound.,5/14/2002,45.433333,-72.883333
36896,4/15/1998 14:00,vancouver (canada),bc,ca,disk,300,5 minutes,Sometime in the spring of 98 a friend called me from a lookout in the afternoon.   He told me to look outside.   We were both about 10,12/2/2000,49.25,-123.13333300000001
36949,4/15/2003 03:15,houston (canada),bc,ca,light,360,4 to 6 minutes,HBCCUFO CANADIAN REPORT::  multi colored object sitting in one position - not a star.,5/27/2003,54.4,-126.65
37017,4/15/2007 18:00,victoria (canada),bc,ca,rectangle,180,3min,huge rectangular solar panel over victoria,10/8/2007,46.216667,-63.483332999999995
37176,4/16/2004 22:30,smithers (canada),bc,ca,light,60,approx: one minute,HBCCUFO CANADIAN REPORT:  pink Light Returns,5/4/2004,54.766667,-127.16666699999999
37238,4/16/2008 21:30,vancouver (canada),bc,ca,other,600,10 minutes,It was 9:30 pm&#44 I was at the University of british columbia&#44 finishing up an exam.  While walking out of the library&#44 i looked up at th,6/12/2008,49.25,-123.13333300000001
37665,4/18/2014 21:30,nanaimo (canada),bc,ca,light,30,30 seconds,3 white objects with no flashing lights travelling in single file.,4/24/2014,49.15,-123.91666699999999
37714,4/19/2004 03:30,richmond (canada),bc,ca,formation,300,approx 5 minutes,Formation of lights appeared to west of city in diamond formation.,4/27/2004,45.666667,-72.15
37722,4/19/2005 00:07,vancouver (canada),bc,ca,fireball,2,2 seconds,green fireball shoots across the sky westward  ((NUFORC Note:  Possible meteor.  PD)),5/11/2005,49.25,-123.13333300000001
37905,4/20/2001 22:07,north vancouver (canada),bc,ca,triangle,10,10 seconds,very fast moving object with 3 lights forming a triangler pattern&#44 this craft was very stealthy moving quickly with no noise&#44 small cr,4/28/2001,49.316667,-123.066667
37907,4/20/2001 23:00,powell river (canada),bc,ca,triangle,3,3 seconds,speeding triangle at night,4/27/2004,49.883333,-124.55
37922,4/20/2003 14:00,vernon (canada),bc,ca,unknown,1800,30 minutes,HBCCUFO CANADIAN REPORT:  Lights were on the ground and randomly flashing colors.,8/28/2003,46.183333,-62.88333299999999
37927,4/20/2003 21:30,victoria (canada),bc,ca,circle,15,10-15 seconds,a round &#44glowing green object  apeared in the northern sky&#44 remained stationary for  seconds and then went out&#44 definitely not the moon,10/31/2003,46.216667,-63.483332999999995
38014,4/20/2011 23:15,chilliwack (canada),bc,ca,disk,600,more than ten minutes,6 UFO&#39s hovering erratically over stars in Chilliwack&#44 BC.,5/2/2011,49.166667,-121.95
38102,4/21/2001 04:33,dawson creek (canada),bc,ca,circle,2,seconds,A  very bright light green ball shaped light  travelling soundlessly and rapidly in a horizontal direction at 800 to 1000&#39 at 4:33am.,4/28/2001,55.766667,-120.233333
38112,4/21/2003 22:30,houston (canada),bc,ca,other,1800,20 - 30 minutes,HBCCUFO CANADIAN REPORT:  C shaped object hovering with lights,5/27/2003,54.4,-126.65
38114,4/21/2003 23:45,houston (canada),bc,ca,triangle,10,approx: 10 seconds,HBCCUFO CANADIAN REPORT:  Large flying triangle slowly moving.,4/27/2003,54.4,-126.65
38120,4/21/2004 06:05,port clements (canada),bc,ca,light,420,7 minutes,Object followed contrail of commerical aircraft and then briefly followed the aircraft itself before going back to the contrail.,4/27/2004,53.683333,-132.166667
38218,4/21/2012 22:00,chilliwack (canada),bc,ca,circle,14400,4 hours,Two bright moving orbs in the sky vanishing and re appearing between 22:00PM and 1:00AM.,5/13/2012,49.166667,-121.95
38219,4/21/2012 22:00,chilliwack (canada),bc,ca,circle,180,3 minutes in total. 3 dif,AT 22:00pm in Chilliwack&#44 British Columbia&#44 myself and my boyfriend witnessed a UFO from our balcony. I was putting my child in for a b,5/13/2012,49.166667,-121.95
38357,4/2/2011 06:05,campbell river (canada),bc,ca,circle,120,2 min,satelite traffic is predictable and familiar&#44however zig-zag and rates of speed are out of the norm for this type of traffic,4/3/2011,50.016667,-125.25
38466,4/22/2004 21:50,north vancouver (canada),bc,ca,triangle,10,10 seconds,Triangle shape with three lights in each corner&#44 silent and fast,4/27/2004,49.316667,-123.066667
38659,4/23/2005 21:25,kelowna (canada),bc,ca,fireball,5,5 seconds,large green/blue ball falling from a cloud into the lake,5/11/2005,49.9,-119.483333
38709,4/23/2010 20:15,coquitlam (canada),bc,ca,unknown,120,2 min.,Object circling the Moon.  ((NUFORC Note:  Date is wrong.  Possible hoax.  PD)),5/12/2010,49.266667,-122.78333300000001
38836,4/24/2006 19:32,terrace (canada),bc,ca,light,5,5 seconds,Bright lights looked like flares going horizontal&#44 out of no where&#44 then disappeared,5/15/2006,54.5,-128.583333
39003,4/25/2001 22:50,powell river (canada),bc,ca,triangle,5,5 seconds,22:50pm April 25/2001.  Sighted a dark triangle shaped object with 4 lights travelling west to east at high speed.,8/5/2001,49.883333,-124.55
39044,4/25/2007 22:12,williams lake (canada),bc,ca,light,15,15 sec.,Stationary &quot;Star&quot; flashed brighty&#44 dimmed&#44 started moving then faded from sight,4/27/2007,52.116667,-122.15
39071,4/25/2010 16:15,duncan (canada),bc,ca,unknown,2,few seconds,Full daylight/sun&#44 reflective silvery object w/dark appendage rising in air over lake,5/12/2010,48.783333,-123.7
39127,4/26/1976 03:30,delta (canada),bc,ca,other,600,10 minutes,huge green hatbox-shaped cloud hanging without movement or dissipation in sky,5/10/2004,50.183333,-98.31666700000001
39171,4/26/2004 21:45,kelowna (canada),bc,ca,triangle,30,approx: 20 to 30 seconds,HBCCUFO CANADIAN REPORT:  Glowing Triangle,5/4/2004,49.9,-119.483333
39482,4/28/2000 22:00,aldergrove (canada),bc,ca,oval,10,10 seconds,we were driving down the road when all of a sudden a bright blue light appeared below the cloud and started to move very fast across th,12/2/2000,49.06,-122.46
39517,4/28/2004 04:00,vancouver (canada),bc,ca,light,900,15 minutes for all.,HBCCUFO CANADIAN REPORT:  Tonight I saw 3 different objects all within 5 minutes of one another.,5/4/2004,49.25,-123.13333300000001
