Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
11/15/2005 17:30,edmonton (canada),ab,ca,triangle,120,2 minutes,Triangular craft clearly seen at night near edmonton with a hollow centre.,12/16/2005,53.55,-113.5
11/15/2009 07:20,niagara falls (canada),on,ca,light,6300,1 hour 45 minutes,Lights seen over Niagara Falls hoevered for 1 hour &amp; 45 minutes,12/12/2009,43.1,-79.05
11/15/2010 23:00,north bay (canada),on,ca,cigar,300,3-5 min,Cigar passef low over my haed.,1/24/2012,46.3,-79.45
11/15/2011 18:00,mississauga (canada),on,ca,fireball,8,8 seconds,Fireball in the sky,5/13/2012,43.15,-79.5
11/15/2012 06:42,brampton (canada),on,ca,sphere,3,3 seconds,White sphere moving from south to east witnessed by 2 of us,11/19/2012,43.683333,-79.766667
11/15/2012 24:00,savona (canada),bc,ca,circle,900,15 minutes,Brightest lit object i have seen&#44 circular.  Hoovered and dimmed and came back on again.,11/19/2012,50.75,-120.85
11/15/2012 24:00,sudbury (canada),on,ca,oval,300,5 minutes,A real sighting that had some sort of communicateion.,2/4/2013,46.5,-80.966667
11/16/1999 18:09,newmarket (canada),on,ca,fireball,30,30.sec,3 Blue green balls of light with streaming orange yellow tails. Tails resembling sparks.,12/2/2000,44.05,-79.45
11/16/1999 19:05,burlington (canada),on,ca,formation,10,10 seconds,Burlington Ontario 19:05 E.S.T. A line of seven bright green and white lights moving from northwest to southeast,12/2/2000,43.316667,-79.8
11/16/1999 19:10,toronto (canada),on,ca,,20,20 sec,Not believed to be a U.F.O. but was definately a very large object breaking up.,12/2/2000,43.666667,-79.416667
11/16/1999 19:13,hamilton (43n-80w) (canada),on,ca,fireball,15,15 sec,Large fire-ball being followed by about 12 smaller fire balls&#44 travelling in a ENE direction.,12/2/2000,43.25,-79.833333
11/16/2003 07:30,burns lake (canada),bc,ca,light,60,approx: 1 minute,HBCCUFO CANADIAN REPORT:  Glowing  bright reddish light&#44 lights up highway #16,11/26/2003,54.216667,-125.766667
11/16/2003 15:00,coquitlam (canada),bc,ca,other,2,few seconds,HBCCUFO CANADIAN REPORT:  A elongated&#44 whitish/silver shaped light just below the cloud cover.,1/17/2004,49.266667,-122.78333300000001
11/16/2004 17:30,nipawin (canada),sk,ca,triangle,40,40 seconds,Craft went fast across the sky and vanished,12/3/2004,53.366667,-104.016667
11/17/1998 21:30,grand bend (outside of) (canada),on,ca,sphere,900,10 - 15 min,2 Friends and a neighbor saw a Bright sphere that got bigger and brighter and then shrunk to almost nothing off and on for 15 min,12/2/2000,43.316667,-81.75
11/17/1999 17:45,oakville (canada),on,ca,triangle,240,4 min,LOOKING S.W OVER LAKE ONTARIO LARGE TRIANGLE&#44BRIGHT WHITE/YELLOW LIGHTS AT POINTS.NOT MOVING.AT ARMS LENGHT DISTANCE FULL THUMB APPRX 3,12/2/2000,43.433333,-79.666667
11/17/2009 19:00,timmins (canada),on,ca,unknown,60,1 minute,A light a bit brighter than the stars moved from west to east&#44It seemed to pulsate in speed and brightness as it approched the eastern,12/12/2009,48.466667,-81.333333
11/17/2012 00:00,bobcaygeon (canada),on,ca,triangle,15,15 seconds,While driving home from toronto recently past cork road on pigeon lake road heading north&#44 then the whole road just lit up from a orang,12/23/2013,44.533333,-78.55
11/17/2012 21:45,midland (canada),on,ca,sphere,300,5 minutes,Three Bright Glowing Orbs floating over my home all the same distance apart ...,11/19/2012,44.75,-79.9
11/17/2013 20:00,burlington (canada),on,ca,light,600,~10 minutes,Two amber lights appearing intermittently; one moving left to right disapearing and reappearing&#44 the other falling in an arc.,11/20/2013,43.316667,-79.8
11/18/2000 19:30,whitehorse (canada),yk,ca,light,120,1.5 to 2 minutes,Three points of white light moving in a trianglular formation.,12/2/2000,60.716667,-135.05
11/18/2007 00:13,wingham (canada),on,ca,other,3600,1hr+,This was weird.,11/28/2007,43.883333,-81.3
11/18/2007 16:15,sudbury (canada),on,ca,circle,300,5 minutes,object was size of a plane and moved slowley staright up into sky  was about thousand feet up when first sighted,11/28/2007,46.5,-80.966667
11/18/2011 21:26,toronto (canada),on,ca,light,7200,2 hours,The bright dot appeared in a sky and was not moving. it stayed in one spot. the light dot would dim and then appear in very bright ligh,12/12/2011,43.666667,-79.416667
11/18/2013 17:30,peterborough (canada),on,ca,other,1800,30 mins in 15 min interva,Large white light in southern sky.  ((NUFORC Note:  Sighting of Venus&#44 we suspect.  PD)),11/20/2013,44.3,-78.333333
11/19/2001 21:30,brantford (canada),on,ca,light,2400,40 minutes,i saw 4 balls of light in the sky. They would cirlce in and out in a dancing pattern.,12/5/2001,43.133333,-80.266667
11/19/2003 17:30,guelph (canada),on,ca,formation,12,10-12 seconds,several crafts flying in a V-shaped formation; Guelph&#44 Ontario,11/26/2003,43.55,-80.25
11/19/2005 21:17,toronto (canada),on,ca,chevron,30,30 seconds,Two ufos came tigether&#44 changed direction&#44 then rapidly headed north.,12/16/2005,43.666667,-79.416667
11/19/2009 00:10,brampton (canada),on,ca,triangle,120,approximately 2 minutes,((HOAX??))  triangle seen over brampton&#44 ontario&#44 canada,12/12/2009,43.683333,-79.766667
11/19/2013 07:50,milton (canada),on,ca,circle,10,10 seconds,Large white circular light&#44Approaching the south&#44of milton ontario&#44object veered very quickly to the east.,11/20/2013,46.3,-63.216667
1/1/1971 01:00,niagara falls (canada),on,ca,oval,300,5 min.,In van driving home. Van stalled beside Winery. One block ahead&#44 hovering over an old schoolhouse was bright lights - Red and white cir,12/2/2000,43.1,-79.05
1/1/2001 07:30,victoria (canada),bc,ca,,120,some minutes,I am always interested in &quot;fireball&quot; description sightings because some years ago I had a strange one that I posted to your site.  It w,7/19/2010,46.216667,-63.483332999999995
1/1/2001 22:00,burnaby (canada),bc,ca,teardrop,40,40 sec,UFO checks out abnormal heat source&#44thinking it could be a heat vent. 500 Lights On Object0: Yes,11/28/2007,49.25,-122.95
1/1/2003 19:30,coquitlam (canada),bc,ca,rectangle,6,approx: 6 sec.,HBCCUFO CANADIAN REPORT:  Rectangular shaped object.,4/22/2003,49.266667,-122.78333300000001
1/1/2006 05:00,sudbury (canada),on,ca,light,4,4 seconds,Very bright light falling on an angle.,2/14/2006,46.5,-80.966667
1/1/2006 23:00,prince george (canada),bc,ca,circle,900,15 min,There were four red balls of light flying in formation over the neighbourhood for about 15 or 20 minutes.,8/7/2007,53.916667,-122.766667
1/1/2008 01:30,gatineau (canada),qc,ca,light,1500,25 minutes,Bright orange lights above Ottawa / Gatineau,1/21/2008,45.483333,-75.65
1/1/2009 00:15,thunder bay (canada),on,ca,light,50,50 seconds,Bright green light.,1/10/2009,48.4,-89.233333
1/1/2011 00:20,saint john (canada),nb,ca,circle,180,3 min,TWO ORANGE CIRCLES SEEN  AND PICTURES OF THIRD CIRCLE ALL MOVING AWAY,1/5/2011,45.266667,-66.06666700000001
1/1/2011 20:45,kincardine (canada),on,ca,cigar,45,45 seconds,Two southbound whitish cigar/rectangluar objects observed flying in tandem above the shores of Lake Huron.,1/5/2011,44.166667,-81.633333
1/1/2012 00:15,barrie (canada),on,ca,circle,180,2-3 minutes,Orange orbs in triangle formaton spotted slightly after 2012 new years countdown.,2/4/2013,44.383333,-79.7
1/1/2012 00:15,st. john&#39s (canada),nf,ca,unknown,480,8 min,http://t.co/wZ1IxNKC,1/12/2012,47.55,-52.666667000000004
1/1/2013 00:20,toronto (canada),on,ca,unknown,90,1 minute 30 seconds,White orange red glowing orb moving silently over toronto.,2/4/2013,43.666667,-79.416667
1/1/2014 01:00,richmond (canada),bc,ca,fireball,300,5 minutes,UFO &quot;Fireball&quot; Sighting.,1/10/2014,45.666667,-72.15
11/20/1999 01:00,sudbury (canada),on,ca,sphere,300,5 mins,IT MADE NO SOUND AT ALL IT JUST MOVED AND FLASH VERY FAST,7/16/2003,46.5,-80.966667
11/20/1999 23:00,sudbury (canada),on,ca,cylinder,90,1:30,Seen a cylinder blue above the Sudbury area for about 1 hours and half&#44 the description is very complicated because of smog night and a,12/2/2000,46.5,-80.966667
11/20/2002 17:45,merritt (canada),bc,ca,triangle,120,2 minutes,Silent&#44 triangular shaped object&#44 with an accumulation of shimmering red lights in the 3 corners.,12/23/2002,50.116667,-120.78333300000001
11/20/2005 22:30,brechin (canada),on,ca,triangle,300,5mins,Pointed object about 100 ft long&#4460 ft. wide Bright white lights covering bottom of craft.Color a dark silver.Object came down from abo,2/1/2007,44.55,-79.18333299999999
11/20/2009 07:00,lac du bonnet (&quot;rm of&quot; ??) (canada),mb,ca,light,600,10 minutes,Strange orange glow coming from trees alongside highway.,6/3/2010,50.266667,-96.05
11/21/2000 18:30,prince george (canada),bc,ca,triangle,600,10 min,A bright triangular shaped fast moving object that has been seen more than once by myself and others in my household.,12/2/2000,53.916667,-122.766667
11/21/2000 22:30,toronto (canada),on,ca,triangle,60,1 minute,Toronto Canada- Triangle shaped object with lights and beam of light,12/2/2000,43.666667,-79.416667
11/21/2001 05:50,chatham (canada),on,ca,circle,8,7-8 sec.,Orange disks over southern Ontario&#44 Canada,12/5/2001,42.4,-82.18333299999999
11/21/2004 00:15,saint john (canada),nb,ca,triangle,60,1 min,BRIGHT WHITE AND ORANGE TRIANGLE OBJECT - SAINT JOHN NB CANADA HIGHWAY 1 SOUTH,12/3/2004,45.266667,-66.06666700000001
11/21/2005 12:01,brandon (canada),mb,ca,flash,120,2 minutes,a cool night in November 2005 a couple of my friends and I were having a few drinks in my backyard.  Suddenly this flash of light comes,5/15/2006,49.833333,-99.95
11/21/2005 21:04,brandon (canada),mb,ca,disk,10,5 to 10 seconds,White dot teleports in a triangular motion...unbelievable&#33,5/15/2006,49.833333,-99.95
11/21/2008 19:30,victoria (canada),bc,ca,light,20,20 seconds,REDDISH ORANGE LIGHT  ZOOMING ACROSS VANCOUVER ISLAND,1/10/2009,46.216667,-63.483332999999995
11/21/2011 02:34,penetanguishene (canada),on,ca,circle,900,15 minutes,multiple red and white orbs,12/12/2011,44.766667,-79.93333299999999
11/21/2012 21:30,langley (canada),bc,ca,fireball,1800,30 minutes,There appeard to be two different UFO&#39s One with red and blue light. the other more saucer shape with white light - 5 lights.,12/20/2012,49.1,-122.65
11/2/1998 05:53,caledon (canada),on,ca,light,180,3 minutes,&quot;Two Craft&quot;&#44strobe light effects&#44the ability to ; hover &#44turn at right angles &#44disappear &#44reappear &#44 accelerate quickly &#44lose altitute,2/16/1999,43.866667,-80.0
1/12/1998 21:30,richmond (canada),qc,ca,light,5,5 second,The light was fast going between trees just like the light u see attacking plains,6/2/2013,45.666667,-72.15
11/2/2000 16:30,cardinal (canada),on,ca,oval,45,45 sec,It was getting cold and I had changed our heating system from Gas to Wood &#44 just installing a new wood stove Selkirk .as the pieces,8/28/2003,44.783333,-75.366667
11/2/2005 16:10,winnipeg (canada),mb,ca,light,60,45sec to 1min.,Observerd around ten&#44 bright&#44 rapidlly moving objects in a late afternoon sky.,11/8/2005,49.883333,-97.166667
11/2/2005 17:45,port hope (canada),on,ca,changing,7200,2 hours,Unidentified bright&#44 colour and form changing object in the sky.  ((NUFORC Note:  Possible sighting of Mars?  PD)),11/3/2005,43.95,-78.3
11/2/2005 18:00,mississauga (canada),on,ca,cigar,30,30 seconds,I was sitting out on my porch Wednesday night (very clear night) when I looked up as something caught my eye and I saw a cigar shaped o,11/3/2005,43.15,-79.5
11/2/2006 15:30,toronto (canada),on,ca,other,40,40 seconds,Metallic pill shaped object travels in westerly direction above Adelaide St  in dowtown Toronto.,2/1/2007,43.666667,-79.416667
11/2/2006 19:30,dawson creek (canada),bc,ca,flash,14400,about 3 or 4 hours.,Orangish glow seen high over mountain.,12/7/2006,55.766667,-120.233333
11/2/2007 05:00,deline (canada),nt,ca,changing,21600,6 hours,WE viewed as illuminated disc like shaped object in the sky for over 3 hours and got it all on video. ((NUFORC Note:  Venus?  PD)),11/28/2007,65.183333,-123.41666699999999
1/12/2008 06:30,chesterfield inlet (canada),,ca,fireball,465,7:45,January 12 @ approximately 6:30 am -we saw a White fuzzy circle&#44 red streak&#44 fireball&#44 accelerating at a very fast rate&#44.between the t,1/21/2008,63.333333,-90.7
1/12/2008 20:50,calgary (canada),ab,ca,light,2400,40 minutes,flashing,1/21/2008,51.083333,-114.08333300000001
1/12/2009 20:02,muncey (canada),on,ca,light,8,5-8sec.,just a lihgt comming from the east and moving west. at the time i was taking the garbage to the garbage bin outside my home.white with,3/19/2009,42.816667,-81.43333299999999
11/22/2000 08:30,delta (canada),bc,ca,cigar,120,about 2 minutes,Silvery cigar hovers&#44 dissappears&#44 reaapears and dissappears over Boundary Bay,12/2/2000,50.183333,-98.31666700000001
11/22/2001 18:25,revelstoke (canada),bc,ca,circle,2,few sec.,Blinking&#44 rotating lights above traintrack of Revelstoke city,12/5/2001,51,-118.183333
11/22/2003 22:30,airdrie (canada),ab,ca,unknown,1200,approx: 20 minutes,HBCCUFO CANADIAN REPORT:  Beam of light comes from the sky.,1/17/2004,51.266667,-114.016667
11/22/2005 19:00,london (canada),on,ca,triangle,5,3-5 sec,Definately a ufo..no airplane or asteroid in London ON,12/16/2005,42.983333,-81.25
11/22/2005 19:00,london (canada),on,ca,triangle,5,5 seconds,In hottub at night (clear out)  . object was a dim light that moved silently across sky from north to south in about 5-7 seconds. then,12/16/2005,42.983333,-81.25
11/22/2009 00:00,wolfville (canada),ns,ca,fireball,600,10 minutes,It was around midnight  I had woken up to a humming sound &#44 and bright orange light that was moving back and forth outside my window. T,2/14/2010,45.083333,-64.366667
11/22/2012 09:58,mississauga (canada),on,ca,formation,300,5 minutes,About 10 burning torches flying above Mississauga&#44 low speed&#44 in formation,12/20/2012,43.15,-79.5
11/22/2012 21:30,ingersoll (canada),on,ca,circle,600,~10 minutes,Multiple orange lights moving south to north 50+.,12/20/2012,43.033333,-80.883333
11/22/2013 21:30,humboldt (canada),sk,ca,fireball,10,10 seconds,Orange/yellow fireball seen in northern sky near Humboldt Sk that was sighted by father and son.,12/2/2013,52.2,-105.11666699999999
11/23/1963 10:00,thunder bay (canada),on,ca,disk,60,1 minute,This was not a UFO,4/16/2005,48.4,-89.233333
11/23/1997 23:00,abbotsford (canada),bc,ca,chevron,300,5 minutes,Walking home one evening  i noticed the ground light up around me.  i looked up to see a row of lights blinking off and on.when my eyes,2/8/2005,45.433333,-72.883333
11/23/2005 19:00,kingston (canada),on,ca,light,1800,30 minutes,Lightballs/orbs and strange craft seen near Kingston Ontario and caught on video,12/16/2005,44.233333,-76.483333
11/23/2006 20:00,ottawa (canada),on,ca,sphere,300,5 minutes,Two brightly glowing spheres that changed colours from blue&#44 red&#44 green&#44 and yellow.,12/7/2006,45.416667,-75.7
11/23/2011 20:00,toronto (canada),on,ca,changing,2400,40 minutes,Four faint&#44 moving lights and one chevron-shaped object seen in Scarborough&#44 Canada,12/12/2011,43.666667,-79.416667
11/24/2006 12:45,hamilton (canada),on,ca,chevron,5,4-5 seconds,Fiery cheveron shape descends in the sky.,12/7/2006,43.25,-79.833333
11/25/2001 18:32,richmond (canada),bc,ca,changing,600,10 minutes,I was with my friend having some food on a park bench at 18:32 pacific time&#44 when all of a sudden two flying objects shot out of nowher,12/5/2001,45.666667,-72.15
11/25/2004 19:00,surrey (canada),bc,ca,circle,40,40 seconds,UFO&#39s in Surrey? I Wouldn&#39t have believed it if I hadn&#39t seen it for myself&#33,12/3/2004,49.13635335,-122.8213433
11/25/2008 19:30,nanaimo (canada),bc,ca,disk,600,10 min,sauntering lights across the night sky left me woundering what this could be....,1/10/2009,49.15,-123.91666699999999
11/25/2013 22:13,abbotsford (canada),bc,ca,formation,180,3 minutes,6 Orange orb lights in formation flying at night flying slowly as I looked up from a truck&#44 and cought on high resolut security camera.,12/2/2013,45.433333,-72.883333
11/26/2003 21:41,gatineau (canada),pq,ca,light,3,3 seconds,Bright greenish / white light that flew in a strange sequence at the speed of a falling star.,12/9/2003,45.483333,-75.65
11/27/1979 20:45,burnaby (canada),bc,ca,disk,5,4-5 sec,the truth is out there &#44 we&#39ve all seen it,4/27/2007,49.25,-122.95
11/27/2003 22:25,summerside (canada),pe,ca,oval,15,15 sec,Reddish Oval Observed,12/9/2003,46.4,-63.783333
11/28/1999 16:30,mississauga (canada),on,ca,sphere,60,1 minute,A bright metallic object that looked like a sphere flew across the sky fairly slow.,12/2/2000,43.15,-79.5
11/28/2000 09:00,oakville (canada),on,ca,chevron,180,3 min,They were brown&#44large eyes&#44 high picthed sound&#44 we blacked out and had skin taken from us.,12/20/2000,43.433333,-79.666667
11/28/2003 00:00,didsbury (canada),ab,ca,light,180,3 minutes,HBCCUFO CANADIAN REPORT:  Three white/yellow lights in color moving around in the sky.,12/9/2003,51.666667,-114.13333300000001
11/28/2004 10:00,edmonton (canada),ab,ca,light,120,2 minutes,Bright light outside of Edmonton/Sherwoodpark,12/3/2004,53.55,-113.5
11/28/2008 22:30,tecumseh (canada),on,ca,diamond,10,10 seconds,Whitish Grey Diamond Shaped UFOs,1/10/2009,42.316667,-82.9
11/28/2012 06:15,delta (canada),bc,ca,triangle,15,15 seconds,2 crafts&#44 triangle shape&#44 with green and red lights on edges and flickering lights in between/along bottom.,12/20/2012,50.183333,-98.31666700000001
11/28/2013 14:00,kingston (canada),on,ca,circle,300,5 minutes,2 Suns? Comet?,12/2/2013,44.233333,-76.483333
11/28/2013 19:50,moncton (canada),nb,ca,fireball,15,10-15 seconds,Blue fireball travels across the horizon.,12/2/2013,46.083333,-64.766667
11/29/1999 01:40,windsor (canada),on,ca,fireball,3,3 seconds,Green light moves at high speed across the sky.,12/2/2000,45.583333,-72.0
11/29/2002 00:19,victoria (canada),bc,ca,other,3,3 seconds,Space debris momentarily light up in sky over Victoria B.C.,12/23/2002,46.216667,-63.483332999999995
11/29/2002 01:30,saskatoon (canada),sa,ca,triangle,10800,min 3 hours,bright object that seemed to be affected by the gusty winds ?,12/23/2002,52.133333,-106.66666699999999
11/29/2005 06:50,edmundston (canada),nb,ca,unknown,180,3 minutes,Edmundston&#44 NB&#44 Canada lights going fast in the sky turn 90 degrees at speed that we could not explain,12/16/2005,47.366667,-68.333333
11/29/2008 18:00,montreal (canada),qc,ca,oval,3600,1 hour,2-White stobing oval objects in the sky.  ((NUFORC Note:  Ihe witness may have been looking at Venus &amp; Jupiter&#44 we believe.  PD)),1/10/2009,45.5,-73.583333
11/30/1997 22:15,cardinal (canada),on,ca,cone,420,7 min&#39s,My wife and I were just on our way to bed when I noticed this Bright light to the back of our property. At a distance of about 1 mile a,12/2/2000,44.783333,-75.366667
11/30/1999 06:30,markham (canada),on,ca,triangle,2700,45 min,Bright triangle shape object,12/2/2000,43.866667,-79.266667
11/30/2000 09:00,oakville (canada),on,ca,chevron,180,3 minuets,we saw 6 Chevron shaped craft fly behind a hill. When we went to see we saw 8 more behind the hill. They seemed to be damaged. we saw 4,12/20/2000,43.433333,-79.666667
11/30/2000 16:00,vancouver (canada),bc,ca,fireball,10,10 seconds,Spinning ball of fire that disappeared &#44 and army helicoters going by.,12/9/2000,49.25,-123.13333300000001
11/30/2003 16:30,new westminster (canada),bc,ca,light,6,appox: 6 sec.,HBCCUFO CANADIAN REPORT:  Suddenly disappeared within about 1.5 seconds&#44 and it all came together as one.,12/9/2003,49.216667,-122.91666699999999
11/30/2003 16:45,vernon (canada),bc,ca,light,540,8 to 9 minutes,HBCCUFO CANADIAN REPORT:  Object descend into the trees on the hill directly south of Vernon airport.,12/9/2003,46.183333,-62.88333299999999
11/30/2004 05:00,north bay (canada),on,ca,diamond,600,10 min,An object observed hovering with candle white lights hued purple in front of house.,12/3/2004,46.3,-79.45
11/30/2010 18:30,niagara falls (canada),on,ca,light,30,30 sec,(Blue light)  travelling a little faster then a plane that pulsated...then stopped and vanished,1/5/2011,43.1,-79.05
11/30/2011 22:30,grande prairie (canada),ab,ca,other,300,5 minutes,Large red craft in the sky over Grande Prairie&#44 Alberta Canada.  2  witnesses.,12/12/2011,55.166667,-118.8
11/30/2013 23:00,fredericton (canada),nb,ca,triangle,300,5 minutes,Triangular aircraft&#44 not making any noise.  Flew very low and very fast.  Had ember lights and vanished after 5 mins.,12/2/2013,45.95,-66.633333
11/3/1979 23:50,brampton (canada),on,ca,cross,30,30 sec,This was scary as I never saw my father again,5/15/2006,43.683333,-79.766667
11/3/2005 22:30,chatham (canada),on,ca,oval,10,5-10 secs,3 oval shaped objects&#44 red or pinkish colour&#44 not very bright&#44  moving VERY quickly&#33,11/8/2005,42.4,-82.18333299999999
1/13/2007 18:40,laval (canada),qc,ca,formation,45,45 sec,2 UFO &quot;geese&quot; formations over Canada,2/1/2007,45.6,-73.733333
11/3/2012 21:40,milton (canada),on,ca,unknown,120,2 minutes,Near Appleby line&#44 3 bright white rapidly blinking lights;VANISHED&#44 only to reappear further away moments later,11/19/2012,46.3,-63.216667
1/13/2013 04:45,courtenay (canada),bc,ca,light,1,1 second,Bright blue flash that lights up the night sky.,2/4/2013,49.683333,-125.0
11/4/1998 05:00,port colborne (canada),on,ca,fireball,600,10 min,Fireballs in the sky looked like one carshed into lake erie,12/2/2000,42.883333,-79.233333
11/4/1999 12:05,spruce grove (canada),ab,ca,cone,420,7 minutes,I was driving west on highway 16 and off to the south a cone shaped glow appeared to be moving southwest.  The shape look very similar,12/2/2000,53.533333,-113.91666699999999
11/4/2000 18:15,prescott (canada),on,ca,circle,480,8 mins,Two rotating rings&#44 one inside the other&#44 counter clockwise.  About 12 lights on outer&#44 5 on inner.,12/2/2000,44.716667,-75.516667
11/4/2007 00:00,jonquiere (canada),qc,ca,other,300,3 to 5 mins,On the evening of  November 4 2007 my mother in law and her husband witnessed a bright light over a shopping center called shoppers dru,11/28/2007,48.416667,-71.25
11/4/2012 10:45,brampton (canada),on,ca,flash,10,10 seconds,2 quick bright green flashes of light&#44 one right after another.,11/19/2012,43.683333,-79.766667
1/14/2014 17:45,west kelowna (canada),bc,ca,other,900,15 minutes,Large light bigger than fullmoon moving in a circular and oval orbit in the sky above cloud line.,1/16/2014,49.9,-119.483333
1/15/1968 19:30,memramcook (canada),nb,ca,other,900,+- 15 min ??,Car sized flashing light followed silently overhead,2/12/2004,46,-64.55
1/15/1980 21:45,toronto (canada),on,ca,disk,480,8 minutes,Super-colossal circle of rotating lights perpendicular to the ground &quot;sailing&quot; over major city.,10/8/2007,43.666667,-79.416667
1/15/1990 22:00,deseronto (canada),on,ca,triangle,600,10 minutes,Unidentified Flying Triangle&#44 Ontario Canada.,5/14/2002,44.2,-77.033333
1/15/1990 22:00,sydney (canada),ns,ca,light,60,maby 1 minute?,Light overhead in Sydney Nova Scotia,8/28/2002,46.15,-60.166667000000004
1/15/1999 17:00,calgary (canada),ab,ca,diamond,600,10 minutes,We saw the saucer shaped object move slowly across the sky&#44 much slower than an airplane would. Also there was no noise like an airplan,12/2/2000,51.083333,-114.08333300000001
1/15/2000 13:52,kelowna (canada),bc,ca,circle,30,30 seconds,We were returning home from the mall and my attention was drawn to a redish object moving at a very considerable speed in the clear ski,12/2/2000,49.9,-119.483333
1/15/2002 01:00,st. albert (canada),ab,ca,light,120,2 minutes,Very cold&#44 small bright (buglike) light&#44 movement around streetlight.,3/11/2006,53.633333,-113.63333300000001
11/5/2003 21:00,toronto (canada),on,ca,flash,15,15 seconds,BURST OF GREEN GLOWING LIGHT IN THE NIGHT SKY,11/8/2003,43.666667,-79.416667
11/5/2003 21:00,toronto (canada),on,ca,light,10,10 secs,Light swooped in&#44 I was on highway 400 north at exit 88. Light was Greenish blue about400 feet off the ground&#44 thought it was going,11/26/2003,43.666667,-79.416667
1/15/2003 22:00,regina (canada),sk,ca,light,2,2 seconds,I saw a bright&#44 white&#44 large light travel across the sky&#44 like a falling plane&#44 and disappear.,4/27/2003,50.45,-104.616667
1/15/2004 02:00,peachland (canada),bc,ca,light,7200,2 hours,Saw flashing colored lights hovering in the night sky,1/22/2004,49.766667,-119.75
11/5/2004 06:30,winnipeg (canada),mb,ca,light,10,10 seconds,green light travelled through clouds for 8 seconds then exploded.,12/3/2004,49.883333,-97.166667
1/15/2005 22:00,abbotsford (canada),bc,ca,sphere,15,10-15 seconds,We were about to go sledding when a SHINY BROWN SPHERE OBJECT soared above US&#33,5/11/2005,45.433333,-72.883333
1/15/2006 14:00,victoria (canada),bc,ca,other,120,2 minutes,my mother took this picture.  There is no way she could have doctored this or changed this image in any way.  Though she uses a compute,2/24/2007,46.216667,-63.483332999999995
1/15/2009 22:00,takla landing (canada),bc,ca,circle,2,seconds,To my mind a no brainer multiple UFO sighting that has occured more than once in the same area.,7/17/2011,55.483333,-125.983333
1/15/2010 13:00,pinawa (canada),mb,ca,light,40,40 sec,I saw a strange light at our local Girl Guide unit.,2/14/2010,50.15,-95.883333
11/5/2012 21:00,pickering (canada),on,ca,oval,2700,45 minutes,At least 30 orange lights travel silently&#44 in a straight line&#44 over the night sky of Pickering&#44 Ontario&#44 Canada,11/19/2012,43.866667,-79.033333
11/5/2012 21:10,pickering (canada),on,ca,light,900,15 minutes+,Orange light balls over Pickering&#44 Ontario&#44 November 5&#44 2012.,12/20/2012,43.866667,-79.033333
11/5/2013 17:30,oromocto (canada),nb,ca,triangle,600,10 minutes,Strange orange triangle.,11/11/2013,45.85,-66.466667
11/6/2004 13:05,tecumseh (canada),on,ca,other,20,20 seconds,Sited shiny dark grey angular saucer pea sized UFO at arms length  bobbing and wobbling in a linnear easterly 70 mph vector 13:05 hrs.,11/9/2004,42.316667,-82.9
11/6/2005 19:17,kingston (canada),on,ca,changing,90,90 seconds,an object with a white light at the front and up to 6 red and white lights on the back was moving across the sky,11/8/2005,44.233333,-76.483333
1/16/2006 03:25,winnipeg (canada),mb,ca,disk,180,3 min,UFO sighting on Bishop Grandin Boulevard,2/1/2007,49.883333,-97.166667
11/6/2010 19:00,riverton (canada),mb,ca,circle,10,5-10 seconds,I went outside on the evening of November 6&#442010 at around 7:00 PM(for a cigarette)&#44I then noticed a very bright light in the East&#44defi,11/21/2010,51,-97.0
11/6/2011 19:10,moncton (canada),nb,ca,light,60,1 minute,2 red fireballs,12/12/2011,46.083333,-64.766667
1/16/2012 23:00,surrey (canada),bc,ca,cylinder,30,30 seconds,Crazy sighting.,2/4/2013,49.13635335,-122.8213433
1/16/2014 08:30,edmonton (canada),ab,ca,formation,1200,20 minutes,Metallic cloud cloaked object made up of three orb shaped components hovering in sky in broad daylight by international airport.,3/27/2014,53.55,-113.5
11/7/1972 05:20,ottawa (canada),on,ca,disk,60,60 seconds,I have lived with this event my whole life and to this day even as a retired Military Air Traffic Controller&#44 I remember the event like,3/21/2003,45.416667,-75.7
11/7/2003 17:00,quesnel (canada),bc,ca,light,4,3 to 4 seconds,HBCCUFO CANADIAN REPORT:  Light shot across the  sky getting brighter,11/11/2003,52.983333,-122.483333
11/7/2003 17:00,vancouver (canada),bc,ca,fireball,3,3 seconds,HBCCUFO CANADIAN REPORT:  It was large and had a long flaming/ sparking tail.,11/11/2003,49.25,-123.13333300000001
11/7/2003 17:11,burnaby (canada),bc,ca,fireball,3,3 seconds,Suspected meteorite - glowing debris descending very fast and steep,11/8/2003,49.25,-122.95
11/7/2003 18:30,barrie (canada),on,ca,other,45,45 seconds,I have never seen anything like it before.,11/26/2003,44.383333,-79.7
1/17/2005 20:35,calgary (canada),ab,ca,fireball,240,2-4 min,12 ufos flew over head,1/27/2005,51.083333,-114.08333300000001
1/17/2006 17:30,fredericton (canada),nb,ca,cigar,1200,20 min,it was a dark metalic long object&#44  the smoke trail was faint.,2/14/2006,45.95,-66.633333
1/17/2008 01:00,st. catharines (canada),on,ca,sphere,600,one hour,Spherical cloud-like object with conical trailing bottom and a some light or brightness about it.,1/21/2008,43.166667,-79.233333
